id,nodes,edges,type,result,avgcoeff,no_of_tri,closed_tri,diameter 
5017,161478,3062741443,0,2,0.43544645585349884,117632792361,0.07776757058132364,15
5018,46201,767268244,0,1,0.23432573595178385,41416077421,0.036334868193987714,4
5019,36365,440232863,0,1,0.6398274677707083,15494656607,0.0977477564340244,10
5020,4003266,3570708352765,1,3,0.8534952944839477,37929868759996,0.11854016374208198,9
5021,44891,703414073,1,1,0.29345748257675985,57535536487,0.04310571927277408,19
5022,5761470,11164153717438,2,3,0.9441703259253094,46736969893234,0.17580959523660453,7
5023,922538,396611366168,3,2,0.9450766346708341,20088680679826,0.1860076860492785,2
5024,4195408,3818306967444,0,3,0.9281820006818695,285419070333426,0.16459064028892803,17
5025,4572608,8912023963496,3,3,0.5042540288867482,400870615179540,0.0683099815947966,8
5026,699424,162211047294,2,2,0.42237726807025455,15063628779115,0.05760677649988805,14
5027,1432,582278,0,0,0.14635537288501288,14087003,0.023745267019133987,8
5028,26835,206922160,2,1,0.7510475555493886,5048135077,0.11518709131712672,13
5029,84882,1178301880,3,1,0.15348699422141077,58702842410,0.01940059097799158,4
5030,4242,7961723,2,0,0.7888050259206243,713705649,0.11304551002802601,17
5031,1368392,858718754602,3,2,0.006999372494336242,83892912218778,0.0012210936394227581,2
5032,2075573,1628589379622,2,2,0.4532392187464339,99569026911832,0.0799989387289926,3
5033,5344046,2314825566772,3,3,0.12204919204398301,207481687179470,0.01899023571015411,9
5034,47678,465233483,3,1,0.4769749557489218,28864420700,0.08742827213235825,20
5035,3644,3654931,3,0,0.2177873968100551,121700320,0.027326669530118017,8
5036,3341375,66896055282,1,3,0.3290610066651328,6093389827261,0.04699455926251493,5
5037,8187980,20018337590391,1,3,0.05401482497329679,1728824648315760,0.010268276224408795,18
5038,2342141,1204216073468,3,2,0.10691731247520275,38234895886292,0.01849781946379683,14
5039,4568120,9341622251689,0,3,0.39811291831312556,755169628593280,0.06127561491656424,20
5040,1939453,512743128729,1,2,0.9022708078688756,26018493689941,0.1276566930935846,5
5041,4569,4057314,1,0,0.6448805725354232,174881079,0.10576790615370993,2
5042,8099274,24105509099359,0,3,0.9599221320515037,846463513029405,0.16643658739650447,9
5043,49962,1204507028,2,1,0.9529392320551873,102127657362,0.1318850162098048,10
5044,1952921,1656902169419,3,2,0.8393247494394986,103625949120733,0.13465858237402123,20
5045,29585,159842076,3,1,0.9284710130635828,6665783842,0.15819649475492253,3
5046,922307,193337611325,1,2,0.7076166366312855,7800546468041,0.09080625404278299,4
5047,9059290,14447334420758,2,3,0.4129992882827289,1194169244530952,0.07950903626388371,12
5048,7796169,11570688734190,1,3,0.8298293112608608,906203762526559,0.1594466203814375,8
5049,478093,15813979276,3,2,0.22441946828715087,1139060451479,0.03846812013086232,14
5050,8190045,29142737013825,3,3,0.18477942642974732,766455806513038,0.024087604003315315,17
5051,72455,1105104885,2,1,0.15913604191045672,105851904863,0.021226687267289157,10
5052,25397,241987666,3,1,0.10261422943712084,23706060757,0.017310228682887036,13
5053,7232631,24160736172472,3,3,0.38595454142418406,1513000997985103,0.048821200131481904,20
5054,3765676,1556247049822,3,3,0.5704666344713346,47614265909285,0.08862274823287257,18
5055,5072686,10704104024478,0,3,0.42540612723317894,286730809004117,0.06435713951911187,5
5056,8641,9663882,0,1,0.8056734891407646,411941738,0.15385857851709517,8
5057,1965490,1877290422188,1,2,0.2758658183205399,13638001160488,0.03987878077220017,13
5058,5408803,8372053314806,2,3,0.7271680019078854,175210619538301,0.10387898893087587,14
5059,3939041,2616516219203,2,3,0.9652079006891034,33044877505436,0.12229835349542836,14
5060,3259976,104566858326,3,3,0.4884858315250288,9528993678327,0.09664940940427393,19
5061,1521249,90276469306,0,2,0.516185167433683,7992814660050,0.07744129223357132,16
5062,979,281612,2,0,0.4505094769442659,20424402,0.0682057537017701,7
5063,36355,564564687,3,1,0.7205717805179408,28268857181,0.13341227953171533,6
5064,3994605,2994606007508,3,3,0.6777907205242206,15048326857920,0.08816766768622125,3
5065,3222,4296828,2,0,0.7527297175191164,188465945,0.1038200667484979,17
5066,692056,38379137164,0,2,0.45595806873052913,80371589296,0.06722125466355582,13
5067,6721093,1215206721091,0,3,0.972359995585822,37843117563535,0.12812040324859797,19
5068,14082,10126129,3,1,0.6438311175547574,641478889,0.08489805277106344,16
5069,1886099,1163415027357,0,2,0.7462824748167709,81997564545276,0.10785975217916223,6
5070,914626,238751522998,0,2,0.2332790636398161,14126026269034,0.035027124426781325,9
5071,2527,1970591,0,0,0.35894624119143204,109626944,0.061961487654002556,11
5072,4119,4288516,3,0,0.4151778568627231,371823957,0.06699982773949956,1
5073,87,1493,0,0,0.046796030662942356,42000,0.006226037188303287,6
5074,5881486,9455907810557,2,3,0.48004441220181227,61638504348297,0.06832176299581076,12
5075,1632,908055,2,0,0.10423162906731276,52679733,0.020841654196810833,10
5076,1544,951184,2,0,0.6320249126604881,53060603,0.08006706996628671,1
5077,9811911,39820356776927,1,3,0.49020778837345513,61043549567904,0.06359906997502444,8
5078,3472,5619723,1,0,0.0458527929896404,130522708,0.005962004032833348,16
5079,5470009,7671654351783,0,3,0.530401738515014,639332962143901,0.07492985107381585,2
5080,1257,61900,2,0,0.2774573495996171,1051533,0.054217538954729486,18
5081,1226701,641435946709,1,2,0.18081792040831723,30727256091157,0.03162291386369619,2
5082,69047,1488844127,1,1,0.7347791021240218,72453654192,0.135307832549867,5
5083,1566856,909383000150,2,2,0.20483491512485297,25862166791363,0.02587212272098921,14
5084,1904,1799530,1,0,0.9329641524444701,155623736,0.17283124064603034,15
5085,4434094,7379676916691,3,3,0.9169126160541042,321592424182453,0.1213866791761453,8
5086,57665,306661771,0,1,0.4502995119270343,2106836503,0.07743181450360866,18
5087,3237352,3263934586762,1,3,0.3313892358009204,64537583963908,0.04263964128684694,13
5088,1938048,494234392933,3,2,0.10806979591573074,19732078662203,0.01553945852115031,19
5089,313379,38565855943,0,2,0.9571499353510183,3017393332377,0.1329874029412131,11
5090,1206,506174,2,0,0.678872404863729,7313242,0.10197855879087596,20
5091,1651523,501328276249,1,2,0.8449049160535606,7954816912833,0.12305598320857258,12
5092,42620,184896237,1,1,0.699303194414518,10085335688,0.09109402685027658,19
5093,1253,191695,1,0,0.4380106317669804,10461011,0.07194742048385674,14
5094,27939,143815543,0,1,0.35034996819051145,9346278210,0.05315000440819268,14
5095,7956260,23540955791923,0,3,0.7694521621106573,96424323244470,0.10162790829148355,9
5096,1617556,1306373403278,2,2,0.06334659963089906,25744563184493,0.009747351172148746,12
5097,9758345,46973094097180,0,3,0.31555917660215815,969428823062891,0.04143204269930606,9
5098,76726,543336203,2,1,0.17502787498191497,14550871336,0.02544134661918618,1
5099,2076889,987135354104,3,2,0.426688246563816,61647057834496,0.05987176129030224,18
5100,417,81656,1,0,0.7892264902043826,7737992,0.1348117166955988,5
5101,49410,1034135032,2,1,0.8784938129426003,26410547138,0.12466225064568302,14
5102,3457104,1042754460530,0,3,0.8519761873091208,78094833975672,0.11353543326044735,13
5103,5041,7637227,1,1,0.44839732861214876,747841842,0.08314365680535511,7
5104,7141,39927,2,1,0.7974437165003597,2946278,0.11577802724742307,15
5105,49322,92771205,3,1,0.9649853189041642,8335126003,0.12220494384595994,13
5106,47423,46894682,1,1,0.033473973673911805,234116588,0.005260533658952788,19
5107,2568547,284605505952,1,3,0.83228344244878,18347486036293,0.11632168300979105,16
5108,2795,403356,2,0,0.8782332547893,7176743,0.12501048794944633,19
5109,965134,193079214127,2,2,0.9827151062893024,12672087889476,0.1618267934901167,10
5110,3295824,2605283170566,3,3,0.8256702155490088,156781806586794,0.10325654969813794,18
5111,625384,148642037765,1,2,0.809429752405995,2016051070881,0.1042371854252905,8
5112,3857212,6300298214282,3,3,0.3694151032767734,475209032964345,0.04944299397475987,16
5113,1226278,533780777700,0,2,0.6257167464804803,7912938966135,0.11928149793614266,1
5114,2025,1894384,2,0,0.46527493114205054,9391223,0.07787163210861199,14
5115,1849648,1561746248114,2,2,0.38533767393996776,93791546294085,0.05426797166675128,1
5116,98278,3551906945,1,1,0.7852581452085766,104266070191,0.14292354203514715,7
5117,1161,54345,3,0,0.33641247357310067,2454210,0.051295400976133845,13
5118,34751,299689913,0,1,0.8839556021930386,13235522588,0.1195286388494544,12
5119,21542,153650412,0,1,0.11674704624336629,1955980733,0.017869125922193505,3
5120,2134333,220140503376,1,2,0.0311324917969098,11932502661535,0.004284612071507801,19
5121,868779,6749954886,0,2,0.9513789319680584,444309098172,0.18504853804634336,13
5122,4518117,1070644157612,1,3,0.14908557153147028,57092021636460,0.026776165289738574,6
5123,1307625,753515755498,2,2,0.7614902314572558,22869902830200,0.14398001268799807,16
5124,5680552,873685016481,2,3,0.9544820303852507,51472439597171,0.1313834539061164,1
5125,62720,610998732,1,1,0.8983469035927764,2979505872,0.17448548762741942,6
5126,3886,6225379,3,0,0.7161665674212084,167894985,0.1330536650927078,4
5127,3674,700841,3,0,0.8761046961173721,2153105,0.12845217951215102,15
5128,5612189,1248699380577,1,3,0.5085308345214153,103634446442741,0.08166761646624386,10
5129,2963,431378,1,0,0.8826267609036411,32883158,0.12041362689880737,6
5130,2242,832410,2,0,0.35866706086741496,25110795,0.058867659440223055,5
5131,2360313,687057052463,3,2,0.6272712731606147,6725060274616,0.09234130503939526,19
5132,1004,231688,2,0,0.5777076146394609,759469,0.10497677888568409,12
5133,8574912,14139919524971,1,3,0.34880700991061286,712652430682944,0.055272447652950654,3
5134,60617,886227920,3,1,0.9572549584081206,8773362510,0.17586520227376312,3
5135,1921,1193744,2,0,0.7175245716004809,72664738,0.10372243816125788,11
5136,7453983,5026515584673,2,3,0.9809055564036951,95896985603047,0.15701585761819567,2
5137,4902178,11143723654063,1,3,0.47209551842147,402932108454556,0.07964792399728848,13
5138,1948,1574340,0,0,0.8865912405125983,98942547,0.11222940090570946,5
5139,26649,96260683,3,1,0.3033000495177647,495236367,0.04504647894343128,9
5140,14820,90440149,1,1,0.995312338316009,5620708576,0.16176769939513025,20
5141,5010473,10945583230715,1,3,0.5979028435393192,65631142111313,0.08917124269137688,9
5142,52400,669324122,2,1,0.6407242782612239,23331260533,0.086762474877705,6
5143,8286394,8199780510112,0,3,0.8164140612118753,630681450313499,0.11785441516621593,12
5144,55514,569873055,0,1,0.24934789955442715,12515160480,0.034002199673016695,17
5145,74096,1062660678,3,1,0.4390873668823003,80301102726,0.06946351022361667,20
5146,29715,264001182,1,1,0.5827565294184386,8717983904,0.09712254427154556,1
5147,674987,154632194826,2,2,0.2048741770277709,10962219432730,0.03548698952080714,4
5148,78229,158926044,3,1,0.6601879086716853,4471805394,0.1255873465615884,13
5149,5570497,4044307286784,1,3,0.30639374299801625,260083511453071,0.052782325194741866,9
5150,63059,1987049284,0,1,0.9874311143472575,98624865194,0.19158874755807295,15
5151,713922,51386948179,3,2,0.9024543471233918,392408225496,0.1328831517753105,11
5152,1658,1119247,1,0,0.015802954627820665,82790224,0.002396721965661716,9
5153,1945731,1731824872049,2,2,0.7133601010590086,45827788075932,0.10082286845190867,17
5154,5937785,6190378720369,2,3,0.2643987686375092,67451362910830,0.040392848272177935,18
5155,34910,416236485,0,1,0.26944183413046974,5921134690,0.039705847837057724,17
5156,4298829,6302555924034,2,3,0.17987148148147902,284826265967793,0.03161767232097848,4
5157,4242812,3784808316944,2,3,0.7564500541335292,122121173630533,0.11324261650076832,15
5158,4654863,5733839393465,2,3,0.43562641227062715,382412866653046,0.0626379790414177,17
5159,8323411,18712296658416,0,3,0.9056812263216789,790792377203818,0.1487958197385613,5
5160,60732,1497275172,1,1,0.9123693388545698,141279974796,0.1320084426619654,3
5161,5529171,10532571173094,3,3,0.6556930295669021,274091858283807,0.08582375423794865,10
5162,1530,28094,1,0,0.571147580211007,115276,0.08950274553922333,10
5163,81,3135,2,0,0.8019625319195501,179661,0.10862776128154487,15
5164,60968,1683762406,0,1,0.8716593159101457,155474642718,0.15566189235601446,14
5165,236817,12378411979,3,2,0.025059175484475116,1035503622989,0.0032649294240637687,10
5166,8620774,1127954685404,2,3,0.38320051270493116,52611108439613,0.0711247497744962,1
5167,1208,496976,3,0,0.29478823044095925,29586787,0.04453818290287836,19
5168,51398,290381678,2,1,0.15970788745607767,19736732998,0.021887902458040547,3
5169,2419418,174567799370,2,2,0.09450326638383755,16393077924951,0.012350508860768111,5
5170,6061,15256559,1,1,0.29531692768923945,1151998068,0.04488808513434272,5
5171,23948,2707064,2,1,0.7761345974752002,243985951,0.1449725437030144,16
5172,69416,1860646971,0,1,0.08777743869349164,130666536957,0.016073294983182947,4
5173,1753,1196777,3,0,0.6199006739733618,49058241,0.09977732191438755,7
5174,1285790,213758389824,2,2,0.8413792368806372,7661067769237,0.1419570125510039,19
5175,49097,527303085,0,1,0.32147348434252243,31382091245,0.0518836502171463,14
5176,9679056,31127719178670,3,3,0.8838574496511162,2401341191033625,0.14694398592301453,16
5177,843,165832,1,0,0.5419239742348415,9500541,0.07128610157962167,4
5178,58355,854253221,3,1,0.5446975642301602,67442466403,0.0777331413402474,9
5179,4738,10299099,2,0,0.8758141159568291,858289575,0.15059784552147626,6
5180,1475,184459,2,0,0.01115701549614967,16282700,0.0019060937830952282,5
5181,2012706,1801524682772,1,2,0.9891352303975764,39469391259955,0.15333634144507022,14
5182,2682,1580437,3,0,0.2886069608646613,56887592,0.03647509524910631,4
5183,1203161,271843538500,0,2,0.8180642540318857,9757087867489,0.13702016464933564,18
5184,1866,1215102,2,0,0.8154868086722061,19182007,0.11969240377748998,20
5185,3419,1977443,2,0,0.8520541998968458,27002590,0.1432346297808098,13
5186,2972584,2176826370025,3,3,0.2933869625975034,160208381548292,0.04325519710188138,9
5187,70523,1094367511,3,1,0.7773622224429275,22181198552,0.15397441054773672,15
5188,49083,394147241,1,1,0.23054702214692369,1305825383,0.032673480777843315,2
5189,27643,205133816,2,1,0.5867029331559771,19162541159,0.08671191935236328,4
5190,71752,2068059071,1,1,0.8484033342777049,196967563627,0.1262492717024088,2
5191,86427,1603092499,0,1,0.3209856905944447,112653557233,0.06152021574787996,12
5192,79367,3036531832,3,1,0.33226864140490564,181960301435,0.05005172153464577,19
5193,1724584,1269165654726,0,2,0.68979120114212,83321832552678,0.10509276142469796,14
5194,3978498,2671759645467,0,3,0.9255137168748951,249444019641192,0.1382242615230125,7
5195,4224,344943,2,0,0.27914643417601714,6419487,0.037254547764282296,20
5196,1891224,1353075681097,2,2,0.43183440073794965,28453184499059,0.05598979287420528,17
5197,5181076,5288329818105,0,3,0.8416506384244284,167910821599049,0.13329299695627317,2
5198,11218,25047854,3,1,0.15807372724431568,91383826,0.02337060114996244,5
5199,7278743,1439660056082,3,3,0.1799544503869207,88032382379662,0.026958612420751243,14
5200,19109,139099133,1,1,0.1753804425005051,6932103107,0.02474383036294824,14
5201,2171522,365389422470,2,2,0.6027670756593075,7493045804311,0.11754846933515796,13
5202,207024,17051317996,3,2,0.9218194483937305,655072126980,0.1381401147726502,12
5203,15107,81565718,3,1,0.4718351220679199,4324671284,0.06750580940914762,9
5204,9627,30766096,3,1,0.33292038035650917,581755315,0.06258253519106287,5
5205,98685,2548172692,0,1,0.7844433338940618,44371662860,0.122408501018295,4
5206,44411,331696255,3,1,0.3775847059439339,4836331988,0.0492014892478804,20
5207,202791,12401108757,0,2,0.16195640543668544,1036856376702,0.02719653806944898,5
5208,84935,168734406,0,1,0.20272163605326055,1700002229,0.026498576153265965,20
5209,8793873,13839750965505,0,3,0.8021456720788054,1191167457838277,0.15839984798894394,15
5210,1149,549273,1,0,0.8782074471258179,51505932,0.12222024479427805,7
